State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
2500,06/23/2021,16.9,9.54,17.7,22.2,26.3,5.57,-24.2,27.5,28.6
3400,06/23/2021,19.5,17,42,33.5,23.5,8.64,-8.85,30.1,36.3
3600,06/23/2021,15.6,9.49,1.12,27.6,21.9,4.02,-10.4,25,27.4
4400,06/23/2021,13.7,-12.8,8.15,25.7,16.5,-31.4,-40,31.1,46.2
900,06/24/2021,9.89,13.1,2.48,25.2,24,10,-29.6,22.3,21.2
2500,06/24/2021,17.7,10.2,21.3,21.5,24.9,1.15,-19.6,27,29
3400,06/24/2021,20,15.9,45.5,32.6,21.3,13.9,-7.76,28.1,34.5
3600,06/24/2021,15.4,9.04,-4.23,26.7,20,8.41,-12.6,24.3,27.9
4400,06/24/2021,13.6,-7.59,11,26,12.1,-5.63,-34.2,33.1,57.5
900,06/25/2021,9.87,15.4,1.04,19.2,20.3,5.94,-29.8,18.2,16.8
2500,06/25/2021,16.9,8.58,19.4,18.9,22.5,4.59,-18.9,24,25.4
3400,06/25/2021,18.9,15.1,45.5,28.4,18.4,12.7,-7,25.1,31.3
3600,06/25/2021,14.5,8.22,-2.2,22.5,17.7,8.19,-12.1,21.6,24.7
4400,06/25/2021,16.1,-5.45,-12.1,30.3,14,15.6,-1.97,35.9,61.3
900,06/26/2021,9.66,15,1.7,14.2,17.8,11.3,-27.9,14.7,12.7
2500,06/26/2021,15.2,8.01,21.1,16.8,18.7,1.32,-21,20.2,21.6
3400,06/26/2021,17.8,15,42.8,25.2,15.2,11.5,-6.46,22.6,29.4
3600,06/26/2021,13.3,6.85,-0.774,20.1,13.9,10.8,-11.4,18.5,22.2
4400,06/26/2021,-3.32,-5.31,-21.5,16.3,12.6,1.64,14.9,26.1,39.2
900,06/27/2021,10.4,13.7,3.86,12.9,14.8,16.4,-25.7,15.2,15.5
2500,06/27/2021,14.8,7.38,20.9,17.1,16.9,5.85,-18.2,18.4,19.7
3400,06/27/2021,16.7,13.1,39.2,24.8,12.4,9.92,-5.53,20.6,28.2
3600,06/27/2021,12.8,6.41,-0.772,19.7,11.3,12.9,-10.5,16.7,21.2
4400,06/27/2021,-2.55,-5.39,-22.5,5.54,11.7,16.3,27,22.2,31.8
900,06/28/2021,10.5,15.4,8.9,10.2,15,20.8,-27.6,13.5,12.5
2500,06/28/2021,14.4,7.19,20.3,18.8,15.4,6.17,-11.3,17.3,19.1
3400,06/28/2021,16.5,12.7,37.2,24.9,13.1,11.9,-6.14,21.5,29.4
3600,06/28/2021,13.1,7.62,-0.653,19.8,12.1,13.6,-9.89,17.4,21.8
4400,06/28/2021,-3.58,-6.5,-13.9,4.97,6.55,7.85,6.27,17.3,27.3
900,06/29/2021,10.9,16,4.78,9.01,16.3,17.5,-28.6,13.3,11.3
2500,06/29/2021,14.7,7.56,23.3,17.3,15.2,8.71,-9.98,16.4,17.7
3400,06/29/2021,16.4,13.8,37.1,24.3,13.9,8.89,-5.52,21.6,28.7
3600,06/29/2021,12.8,9.14,1.72,19.1,12.2,19,-11.6,17.3,21.7
4400,06/29/2021,-0.107,-0.861,-12.6,0.0966,12.7,25,16.9,17.2,20.4
900,06/30/2021,11.1,15.2,3.07,9.56,16.9,16.8,-28.4,13.8,11.8
2500,06/30/2021,15.1,9.74,19.8,14.3,14.8,14.8,-14.7,16,17.5
3400,06/30/2021,16.5,12.9,36.3,23.2,14.8,8.55,-5.55,21.3,27.4
3600,06/30/2021,13.4,8.8,-0.776,19.3,13.8,20.7,-11.2,18,21.5
4400,06/30/2021,2.84,-4.07,-24,-1.97,14.5,19.8,35.1,17,18.4
900,07-01-2021,10.6,14.4,-7.78,8.46,15.3,19.2,-24.1,12.8,11.1
2500,07-01-2021,14.9,10.1,7.31,15.1,15.6,19.3,-17,16.3,17.4
3400,07-01-2021,16,12.8,22.5,23,14.7,6.93,-6.55,21.3,27.5
3600,07-01-2021,13.6,8.96,-1.73,19.6,14.2,20.5,-11,18,21.4
4400,07-01-2021,8.15,-4.68,-37.3,-5.09,16.4,8.75,56.3,14.8,12.6
900,07-02-2021,9.6,11.3,-11.2,10.9,15.4,16,-22.8,13.4,12.1
2500,07-02-2021,15.3,11,-0.438,17.9,15.4,23.7,-16,18.7,22.4
3400,07-02-2021,16,10.9,20.4,24.4,15.3,8.87,-9.83,22.1,28.6
3600,07-02-2021,13.5,7.63,-6.64,21.8,13.7,18.6,-13.9,18.1,21.9
4400,07-02-2021,12,-5.58,-27.8,-3.49,9.61,16.8,35,11.8,13.5
900,07-03-2021,8.38,10.9,-14.1,11.4,10.2,18,-23.4,11.5,12.4
2500,07-03-2021,13.9,8.31,-5.74,16.8,8.28,33.6,-11.7,14.2,20.9
3400,07-03-2021,14.9,8.9,16.7,24.4,12.4,10.2,-11.5,20.1,27.6
3600,07-03-2021,11.6,5.04,-12.3,19.3,8.77,21.6,-15.7,14.8,20.3
4400,07-03-2021,28.7,-9.98,-32.8,0.056,5.24,43.1,48.4,14.3,23.7
900,07-04-2021,15.1,11.2,-10.9,13.3,13.5,33.6,-18.4,14.3,14.9
2500,07-04-2021,20.6,11.4,-2.7,21.6,13.1,49.8,-11.4,20,27.8
3400,07-04-2021,20.4,10.1,22.2,25.6,13.2,29.7,-11.8,22,30.5
3600,07-04-2021,17.4,5.32,-6.88,23.8,10.4,42,-13.1,18.3,25.5
4400,07-04-2021,21.4,-4.34,-43.6,8.42,6.99,20.7,45.4,15.8,24.8
900,07-05-2021,9.23,14.5,-15.4,13.2,17.2,6.53,-18,14,12
2500,07-05-2021,16.7,14.7,0.505,21.7,18,27.6,-19.2,21.6,25.8
3400,07-05-2021,15.4,14.9,21.3,25.5,17,-2.65,-12.8,23,28.7
3600,07-05-2021,12.7,10.4,-6.7,22.4,14,11.1,-16.2,18.3,22.3
4400,07-05-2021,15.1,-2.92,-30.6,-2.65,14.7,16.8,48.9,12.5,11
900,07-06-2021,10.2,13.1,-11.5,13.8,17.3,15.7,-20.6,15.2,13.9
2500,07-06-2021,17.1,13.2,-0.103,20.3,18.4,29.1,-16.5,21.9,26
3400,07-06-2021,17.3,12.8,22.5,25.8,17.2,9.83,-11.6,24,30.5
3600,07-06-2021,14.3,8.78,-7.7,22.9,15.9,12.7,-12.8,19.9,23.6
4400,07-06-2021,14.4,-4.04,-38.2,1.13,7.44,12.8,53.7,14.5,21.7
900,07-07-2021,10.3,15.3,-10.9,13.9,16,11.4,-20.3,14.2,13
2500,07-07-2021,16.6,13.1,1.58,22.7,18.7,23.4,-16.5,23.8,29.4
3400,07-07-2021,17.6,13.6,23.6,27.8,16.6,10.7,-12.8,25,32.9
3600,07-07-2021,14.5,9.5,-7.4,24.6,16.9,9.28,-12.6,21.7,25.9
4400,07-07-2021,13,-3.15,-30.1,5.6,6.86,8.85,42.1,19.3,31.8
900,07-08-2021,9.63,14.4,-5.27,13.3,19.4,0.0122,-24.6,15.3,12.6
2500,07-08-2021,15.5,14.8,10.5,24,18.7,13.3,-16.8,23.9,29.7
3400,07-08-2021,16.9,14,34.7,27.4,16.1,7.94,-11.6,24.7,32.8
3600,07-08-2021,13.5,9.16,-1.71,24,16.1,3.73,-14.1,20.7,24.6
4400,07-08-2021,9.67,-2.17,-15.1,3.81,11.1,4.89,49.3,20.8,30.6
900,07-09-2021,9.94,16.9,-1.96,12.2,18.6,-0.929,-25,14.3,11.5
2500,07-09-2021,14.3,13.9,16.4,22,16.9,6.2,-16.1,20.8,25.1
3400,07-09-2021,17,16.4,37.7,28.4,14.5,5.12,-9.8,24,33.1
3600,07-09-2021,13,10.1,2.66,23.2,15.5,2.68,-13.8,20.6,24.8
4400,07-09-2021,3.02,-1.48,-18.9,-1.07,11.9,0.92,51.9,15.4,18.9
900,07-10-2021,9.77,17.1,-6.24,14.6,18.7,-3.85,-25.7,15.6,13.6
2500,07-10-2021,13.1,14.7,10.4,23.7,17.1,3.06,-14.3,21.3,25.7
3400,07-10-2021,15.9,16.1,36.9,28.3,12.7,0.34,-6.66,22.9,32.7
3600,07-10-2021,11.5,11.3,-0.275,22.1,14.6,-2.84,-14.4,18.7,22.2
4400,07-10-2021,13.8,-4.15,-5.81,9.82,14.7,-3.05,32.7,18.3,21.9
900,07-11-2021,9.09,16.3,-9.4,16,19.6,-9.8,-26.4,16.5,14.5
2500,07-11-2021,12.1,12.6,8.52,22.5,17.1,-6.85,-15.1,22,27.3
3400,07-11-2021,15.5,15.5,37.3,30.1,12.5,-2.65,-8.12,24,35
3600,07-11-2021,11.1,11.4,-1.55,24.2,15.1,-11.2,-15.2,20.1,24.2
4400,07-11-2021,9.38,-8.11,3.21,17.6,13.1,-7.01,25,17,20.7
900,07-12-2021,11.3,17.8,-7.47,17.8,21.2,-5.6,-24.6,17.5,15
2500,07-12-2021,13,14,8.76,21.3,17.7,0.322,-18.9,22,26.5
3400,07-12-2021,16.8,15.7,39.3,32.3,12.2,-1.59,-7.86,24.6,36.5
3600,07-12-2021,12.1,11.1,0.591,25.8,15.6,-7.1,-15.8,21,25.5
4400,07-12-2021,12.9,-6,-10.9,15.4,18.1,8.97,67.8,19.2,20.2
900,07/13/2021,10.4,14.8,-9.63,18.9,19.2,-4.64,-23.9,16.8,15.2
2500,07/13/2021,11.2,12.4,6.76,23.5,13.7,-0.426,-20,20.5,27.7
3400,07/13/2021,15.2,13,37.4,33.5,9.42,-1.12,-8.99,23,36
3600,07/13/2021,11.5,9.9,1.06,26.8,13.2,-2.79,-15.8,19.7,25.2
4400,07/13/2021,14.5,-5.24,13.9,25.5,20.9,29.6,94.9,24,26.9
900,07/14/2021,9.52,13,-10.2,17.7,17.9,-1.22,-21.7,16.8,15.9
2500,07/14/2021,11.9,12.1,4.58,24.5,13.3,-0.306,-19.8,19.2,25.5
3400,07/14/2021,14.4,12.6,34.6,33,8.35,-1.65,-8.84,22.1,35.4
3600,07/14/2021,10.7,9.5,-0.367,25.7,11.6,1.36,-17,18.1,23.7
4400,07/14/2021,14.2,-3.71,9.46,23.2,21.1,-9.13,64.4,20.3,19.8
900,07/15/2021,9.6,14.9,-7.37,19.6,16.2,3.5,-21.6,17.6,18.5
2500,07/15/2021,12.3,13.3,0.797,22.8,12.2,9.6,-18.6,17.3,22.7
3400,07/15/2021,15,13,33.5,33.9,8.46,1.23,-8.71,22.4,36
3600,07/15/2021,11.6,10.6,2.14,27.7,11.9,3.81,-16.4,19.4,25.9
4400,07/15/2021,13.1,-4.21,-6.85,19,17.4,-9.84,36.3,18.3,19.5
900,07/16/2021,9.64,15,3.42,20.4,18.4,9.84,-21.2,18,17.7
2500,07/16/2021,12,14.8,2.14,23.4,13.8,15.4,-21.6,18.1,22.7
3400,07/16/2021,15.2,12.5,32.8,33.4,9.13,2.91,-5.54,22.8,36
3600,07/16/2021,12.5,11.7,6.84,27.9,12.1,8.78,-14.1,19.4,25.7
4400,07/16/2021,10.6,-4.06,-3.03,12.5,23.6,-10.5,39.1,21.6,20.1
900,07/17/2021,9.32,15.7,8.75,19.1,18.6,11.8,-22.8,18.1,17.7
2500,07/17/2021,12.7,16.2,8.96,22.8,14.4,14.9,-22.9,17.8,21.3
3400,07/17/2021,15.9,13.2,29.8,32.7,10.4,8.33,-6.72,22.9,34.9
3600,07/17/2021,13.5,11.8,7.95,28.4,12.6,10.6,-13.6,20.7,27.7
4400,07/17/2021,13.1,-0.144,-8.96,7.94,24.8,-11.3,49.5,22.2,20.2
900,07/18/2021,10,16.4,12.4,19.5,20.7,13.3,-22.5,19,17.9
2500,07/18/2021,14,18.8,13.1,25.7,15.1,16.1,-24.5,18.5,22
3400,07/18/2021,17.2,14.8,28.7,32.8,12.2,11.3,-4.21,23.7,34.7
3600,07/18/2021,14,12.6,9.68,28.5,12.9,18.8,-13.4,20.6,27.3
4400,07/18/2021,14.7,3.01,-24.1,4.65,28.7,-12,70.3,25.3,23
900,07/19/2021,9.87,16.3,9.63,20.4,21.1,11.4,-21.8,20,19.2
2500,07/19/2021,14.1,17.7,14.3,28.1,15,16,-24.2,19.3,23.8
3400,07/19/2021,17.6,15.8,26.2,31.9,13.5,12.3,-4.45,23.9,33.8
3600,07/19/2021,14.1,12.2,8.86,28.4,13.2,19.7,-13.6,21,27.8
4400,07/19/2021,14.3,1.89,-24.1,4.47,28.2,-16.2,69.4,22.9,18.5
900,07/20/2021,9.87,16.5,12.7,19,18.4,11.1,-24.2,18.4,18.4
2500,07/20/2021,14.4,18.2,14.8,26.7,16.6,15.6,-23.7,19.4,22.3
3400,07/20/2021,17.9,16.5,24,31.5,13.9,10.6,-4.3,24.1,33.7
3600,07/20/2021,14.1,12.5,9.22,28.3,13.8,18.4,-15.8,21.6,28.4
4400,07/20/2021,11.8,-0.407,-22.6,-7.1,26.9,-30.5,31,17.2,8.25
900,07/21/2021,9.64,17.1,12.7,18.7,20.7,9.99,-27.7,18.3,16.8
2500,07/21/2021,14,18.7,17.2,25.8,18,17.9,-24.8,20.3,22.8
3400,07/21/2021,18,16.8,25.6,30.4,15.1,10.9,-4.02,24.3,33.1
3600,07/21/2021,14.4,13.3,10.6,28.8,14.6,15,-14.2,22.5,29.4
4400,07/21/2021,11.3,2.43,-25.5,-8.51,28.8,-37.9,65.7,16.2,4.43
900,07/22/2021,11.1,17,18.3,20,20.2,16.8,-26.3,18.1,16.8
2500,07/22/2021,14.6,16.8,26,24.9,18.4,17.7,-27.8,21.7,25.1
3400,07/22/2021,18.8,16.4,29.5,30.2,16.7,13.3,-4.24,25.8,34.6
3600,07/22/2021,14.5,13.5,10.7,27.1,14.7,15.5,-12.8,22.2,28.7
4400,07/22/2021,10.8,1.95,-14.8,-6.94,28.8,-47,141,15.1,1.97
900,07/23/2021,11.5,17.6,7.76,20.5,18.7,17.2,-29.1,19.1,19.5
2500,07/23/2021,15.8,16.2,24.6,23,19.5,20.2,-25.5,22.8,26.4
3400,07/23/2021,19.2,17.3,30.9,29.3,17.2,16,-6.62,25.5,33.5
3600,07/23/2021,13.8,13.3,1.27,26.9,15.1,10.5,-15,22,28.1
4400,07/23/2021,12.8,5.19,-27.8,-2.93,24.7,-29.5,92.3,16,7.77
900,07/24/2021,12.2,17.2,5.81,19,17.7,19.8,-26.9,18.1,18.5
2500,07/24/2021,15.8,12.7,20.3,22.1,16.9,22.2,-18.9,21.7,26.9
3400,07/24/2021,19.1,17.2,33,29,17.2,13.8,-7.62,25.5,33.4
3600,07/24/2021,13.4,12.6,-0.0463,25.6,14.4,9.55,-16.2,21.2,27.2
4400,07/24/2021,13.9,3.62,-30.9,-1.12,21.7,-9.17,115,16.7,11.9
900,07/25/2021,12.1,16,0.0733,19.4,16.9,18.2,-26.9,18.5,19.6
2500,07/25/2021,15.7,11.1,15.9,23.1,17.4,26.5,-16.1,21.8,26.6
3400,07/25/2021,18.3,15.9,32.4,28.6,16.1,12.7,-7.38,24.3,32.2
3600,07/25/2021,13.3,10.4,-3.34,25.9,14.4,8.07,-15.8,21.5,27.7
4400,07/25/2021,7.56,-11.2,-31.8,3.27,16.9,-10.2,42.2,14.2,11.8
900,07/26/2021,10.9,15,-3.41,17.1,15,18,-26.6,17.2,18.7
2500,07/26/2021,16,10.6,15.7,21.1,17.6,26.6,-14.1,21.8,26.5
3400,07/26/2021,17.9,15.5,31.9,27.8,16.2,11.6,-7.38,24.3,32.1
3600,07/26/2021,13,11.7,-4.97,25.4,14.2,6.34,-16.4,21.2,27.3
4400,07/26/2021,4.95,-13.3,-24.1,8.06,15.8,-22.8,-11.7,14.9,14.4
900,07/27/2021,11.4,15.9,-5.07,17.1,17.6,15.7,-23.9,18.7,19.5
2500,07/27/2021,15.5,10,13.8,21.2,17.5,28.8,-15.8,21.8,26.7
3400,07/27/2021,17.4,14.9,32.6,26.6,16.8,14.1,-6.83,24,30.9
3600,07/27/2021,12.3,11.3,-7.77,24.5,14.1,6.37,-16.3,21.2,27.4
4400,07/27/2021,6.06,-14.8,-9.39,10.9,20.3,-6.05,-7.41,18.6,17.1
900,07/28/2021,12.4,16,-6.62,17.7,16.3,17.1,-21,19.1,21.1
2500,07/28/2021,14.8,9.95,11,18.8,17.4,30.3,-11.4,20.5,24.1
3400,07/28/2021,17.4,15.5,30.2,26.1,16.7,14.9,-8.29,23.5,30.1
3600,07/28/2021,11.7,10.5,-8.36,23.2,13.3,7.31,-19.2,20.4,26.6
4400,07/28/2021,3.57,-16,-16.3,10,18.4,-5.9,-23.4,17.2,16.3
900,07/29/2021,11.8,15.5,-8.11,16.2,16.7,9.75,-21.9,20.4,23.1
2500,07/29/2021,14.9,8.5,13.5,19.7,17.6,27.4,-2.52,20.7,24.2
3400,07/29/2021,16.5,15.1,28,24.8,15.5,18.3,-9.3,22,28.3
3600,07/29/2021,12,9.89,-8.61,23.7,13.7,6.75,-21.2,20.5,26.4
4400,07/29/2021,7.59,-18.6,-10.8,14.8,17.7,60.4,-35.8,20.3,23.4
900,07/30/2021,12.7,16.7,-4.37,15.7,18.4,10.3,-20,20.9,22.7
2500,07/30/2021,15.3,9,12.3,22.1,18.4,19.6,-7.14,20.8,23.5
3400,07/30/2021,16.2,14.6,28.9,24.6,16,17.4,-8.32,22.5,28.8
3600,07/30/2021,13,9.92,-6.01,24.7,14.6,12.9,-18.8,21.4,27.4
4400,07/30/2021,9.83,-18.8,-0.731,16.6,18.5,33.8,-5.24,18.3,18.3
900,07/31/2021,13.3,18.8,-2.92,18.2,21.1,12.5,-22.8,23.1,24.6
2500,07/31/2021,14.7,10.1,15.1,22,20.4,16.9,-14.9,21.8,23.3
3400,07/31/2021,16.9,15.7,31.2,26.2,17.3,18.3,-8.41,24,30.4
3600,07/31/2021,13.5,11,-2.77,26,15.3,17.1,-18.4,22,27.9
4400,07/31/2021,10.5,-19.4,-2.15,14.8,19.4,26.2,-19.2,21.3,23.4
900,08-01-2021,10.9,18.5,-7.23,14.8,18.7,12.5,-23.5,19.6,20.3
2500,08-01-2021,13.5,9.19,4.4,18.2,20.4,14.2,-18.2,20.7,20.9
3400,08-01-2021,15.8,16,17.3,26.7,17.9,19,-12.8,24.7,31.3
3600,08-01-2021,13.2,13,-6.76,25.3,15.8,17.2,-18.9,22.2,27.7
4400,08-01-2021,14.3,-4.68,-5.28,8.43,20.1,23.9,-7.48,20.2,20.4
900,08-02-2021,12.1,19.2,-4.61,16,20.1,14.5,-21.1,20,20
2500,08-02-2021,13.7,7.92,5,19.2,21.1,18.9,-18,21.7,22.2
3400,08-02-2021,16.9,15.9,19.6,27.6,17.8,24.1,-10.8,24.8,31.4
3600,08-02-2021,14.1,12.9,-6.64,24.7,16.6,18.5,-18,22,26.7
4400,08-02-2021,12,-6.36,-10.5,3.28,22.2,24.8,23.2,21.7,21.4
900,08-03-2021,12.9,19.2,-2.84,16.6,19.5,19.9,-19.9,19.8,20
2500,08-03-2021,15.5,8.11,7.4,19,21.8,20.6,-14.4,23,24.2
3400,08-03-2021,17.8,14.9,23.2,27.2,17.9,24.7,-9.18,24.8,31.3
3600,08-03-2021,16,13,-2.59,24.9,17.7,19,-15.3,22.6,26.8
4400,08-03-2021,14.9,-6.66,-21.3,1.68,17,21.3,19,15.4,13.8
900,08-04-2021,13.5,19.5,-1.29,18.9,20.4,18.1,-23.6,21.3,22
2500,08-04-2021,16.5,7.08,8.24,21.3,22.1,17.2,-16,25.4,28.8
3400,08-04-2021,18.3,13.7,23.1,29.8,17.7,24.7,-6.36,25.5,33
3600,08-04-2021,17,13.8,-2.76,26.6,18.1,18.1,-13.8,23.2,27.7
4400,08-04-2021,18.4,-6.62,-19.5,5.79,16.1,20.4,40.5,16.1,16.3
900,08-05-2021,12.4,17.3,-3.11,20.1,19.9,15.3,-25.9,19.7,19.6
2500,08-05-2021,16.3,7.17,3.62,23.7,21.5,20.5,-21.5,25.1,28.9
3400,08-05-2021,18.5,13.2,22.5,31.7,17.5,21.2,-5.02,26,34
3600,08-05-2021,16.5,12.8,-3.68,26.6,17.4,16.1,-14.4,22.9,27.6
4400,08-05-2021,17.6,-6.17,-24.6,7.39,18.7,24.4,35.9,17.2,15.8
900,08-06-2021,11.8,13.8,-4.65,20.1,18.2,14.3,-28,18.1,18
2500,08-06-2021,16.2,6.74,6.73,22.5,20.2,24.8,-17.2,24.7,29.4
3400,08-06-2021,18.7,12.3,20.3,31.7,16.5,21.4,-2.78,25.4,33.8
3600,08-06-2021,16,11.9,-3.66,24.9,17.1,11.5,-16.8,22.2,26.5
4400,08-06-2021,17.4,-8.89,-29.3,5.13,18.9,34.1,38.4,16.5,14.2
900,08-07-2021,9.83,9.84,-5.69,18,16.2,4.77,-28.3,16.1,16.1
2500,08-07-2021,16.3,6.92,4.1,21.3,19.6,31.1,-11.9,24.2,29
3400,08-07-2021,18.7,9.9,20.8,31.2,16,21.2,-0.345,25.1,33.7
3600,08-07-2021,15.9,10.5,-6.32,22.2,17.1,10.1,-16.9,21.5,25.3
4400,08-07-2021,16.8,-9.96,-23.3,6.9,18.8,49.4,66.7,15.6,12.4
900,08-08-2021,11.7,10.4,1.6,19.9,17.5,-1.48,-28.8,18.9,19.9
2500,08-08-2021,17,8.69,17.9,21.5,18.3,26.8,-8.23,24.3,30.5
3400,08-08-2021,19.8,8.94,31.6,30.2,15.3,21.9,4.44,24.6,33.4
3600,08-08-2021,16.2,8.7,0.264,22.1,16.7,9.97,-17.6,20.7,24.1
4400,08-08-2021,16.9,-11.4,-21,10.1,16.5,40.2,85.5,14.9,13.7
900,08-09-2021,10.8,9.79,-1.35,19.6,16.8,-1.87,-32.1,18.4,19.5
2500,08-09-2021,15.9,11.1,17.1,20.5,17.4,24.4,-9.22,20.9,24.4
3400,08-09-2021,18.9,8.51,31,30.7,14.7,20.8,2.2,24.2,33.2
3600,08-09-2021,16.5,8.31,0.846,23,16.9,8.52,-18,21.2,24.9
4400,08-09-2021,23.3,-6.79,-16.1,12.4,18.8,59,108,13.2,7.57
900,08-10-2021,9.75,8.89,-4.33,19.7,16.5,-4.65,-35,18.6,20.1
2500,08-10-2021,14.3,10.3,14.7,21.2,17.9,19.8,-12.9,19.3,20.5
3400,08-10-2021,18.1,9.37,26.4,32.1,14,19.3,-0.0739,24,33.6
3600,08-10-2021,15.4,7.56,-2.48,22.2,16.1,8.34,-21.2,20.4,24
4400,08-10-2021,22.3,-4.6,-12.3,16.1,18,42.3,151,16,14.1
900,08-11-2021,8.65,8.79,-4.64,18.4,16.7,-2.52,-34.1,17.6,18.4
2500,08-11-2021,13.1,10.8,16.5,18.9,17.5,19.6,-15.6,15.7,13.5
3400,08-11-2021,18,9.83,25,29.9,14,19.1,-0.712,23.7,32.9
3600,08-11-2021,15,6.82,-4.73,20.8,16.1,8.67,-21.8,19.8,22.8
4400,08-11-2021,19,-5.61,-7.31,11.8,18.6,12.6,120,16.1,13.9
900,08-12-2021,10.1,11.6,-2.53,16.9,18.4,5.19,-34.7,17.9,17.7
2500,08-12-2021,12.2,10.8,17.5,15.8,18.8,11.6,-16.8,14.2,9.03
3400,08-12-2021,18.2,10.3,27.5,28.6,14.6,15.4,-2.66,23.3,31.6
3600,08-12-2021,15.7,8.43,-3.81,19.7,16.9,8.88,-21.3,19.8,22.1
4400,08-12-2021,12.4,-6.01,-11,7.12,12.4,3.37,130,2.44,-6.63
900,08/13/2021,9.51,13.3,-3.48,14.7,19.8,4.81,-35.6,17.8,16.7
2500,08/13/2021,10.6,10.6,16,14.1,18.8,5.48,-21,12.6,5.67
3400,08/13/2021,18.1,11.1,27,27.2,15.3,13.7,-5.14,22.9,30
3600,08/13/2021,15.7,8.6,-4.39,19.5,15.9,9.06,-19.2,19.6,22.6
4400,08/13/2021,20.6,-4.51,-5.96,7.83,12.8,-5.83,77,5.9,-0.169
900,08/14/2021,11.3,14.9,-4.71,15.8,22.4,7.16,-34.8,18.8,16.6
2500,08/14/2021,12.4,9.93,11.5,18.9,18.4,1.98,-25.4,18.1,17.5
3400,08/14/2021,17.9,12.4,23.1,27,15.5,12.6,-6.53,22.9,29.8
3600,08/14/2021,15.2,9.07,-3.54,21.3,16.6,9.47,-18.9,20.3,23.3
4400,08/14/2021,20.4,-2.99,-8.6,-5.19,9.6,-15,68.8,0.36,-7.17
900,08/15/2021,11.7,15.8,-6.32,16.4,23.7,15.9,-35.5,18.2,14.7
2500,08/15/2021,12.3,10,5.76,20.4,18.9,2.11,-28.5,20,20.8
3400,08/15/2021,17.4,13.8,23.4,25.7,16,10.2,-8,22.5,28.5
3600,08/15/2021,14.7,10.2,-4.67,21.1,16.3,7.05,-18.4,20.6,24.2
4400,08/15/2021,20.1,-0.579,-5,-7.34,8.48,-24.2,48.5,-0.11,-6.66
900,08/16/2021,11.2,15.3,-3.14,17.5,23.4,12.5,-37.1,17.5,13.8
2500,08/16/2021,14.9,10.9,5.89,23.6,20.1,-1.17,-29.5,25.8,31.4
3400,08/16/2021,17.4,14.1,23.7,25.6,16.1,7.68,-8.04,22.1,27.7
3600,08/16/2021,13.8,9.73,-6.64,19.6,15.4,9.71,-19.1,19.7,23.3
4400,08/16/2021,15.8,-1.49,-5.67,-11.8,7,-18.8,12.4,-1.94,-8.83
900,08/17/2021,10.4,16.2,-2.31,16.1,23.9,12.9,-39,17.5,13.4
2500,08/17/2021,14.1,11.1,5.51,23.1,18.8,-3.5,-32.2,21.5,22.6
3400,08/17/2021,17.8,14.1,24.3,24.4,16.6,7.03,-8.79,22.7,28.2
3600,08/17/2021,13.2,9.47,-6.21,19.1,14.5,8.58,-19.5,19.2,23
4400,08/17/2021,12.3,-4.06,-5.89,-11.9,6.48,-14.2,-12.2,-1.87,-8.47
900,08/18/2021,10.9,16.5,-1.34,14.6,23.3,10.2,-41.2,17.1,13.3
2500,08/18/2021,14,11.7,-0.528,19.7,19.6,1.69,-31.2,20,18.7
3400,08/18/2021,18,14.2,26.2,24.7,16.8,9.2,-9.98,22.9,28.5
3600,08/18/2021,13.2,9.88,-4.28,19.6,14.8,10.1,-20.6,19.4,23.1
4400,08/18/2021,14.7,-2.14,-0.0782,-10.8,8.07,-8.05,-10.2,-1.59,-9.42
900,08/19/2021,10.4,14.7,-5.37,14.5,20.7,9.37,-39.2,16.2,13.4
2500,08/19/2021,15.4,12,0.698,20,18.1,6.56,-32.5,21.5,23.1
3400,08/19/2021,18.1,13.9,24.4,25.4,17,14.5,-12.1,23.6,29.6
3600,08/19/2021,13.4,9.58,-6.05,19.9,14.9,13.2,-17.6,20,24.1
4400,08/19/2021,17.3,0.277,3.43,-4.74,1.73,-11.6,-22.5,6.05,11.1
900,08/20/2021,12.5,13.8,-6.58,16.9,23.1,7.63,-35.4,19.4,17.1
2500,08/20/2021,18.3,11.4,-0.915,23.8,20.3,10.8,-31.9,26,29.9
3400,08/20/2021,17.7,13.2,25.4,25.9,16.5,14.1,-12.4,23.6,30
3600,08/20/2021,13.7,9.8,-8.11,20.7,17,17.1,-19.4,21,24.2
4400,08/20/2021,14.6,0.158,-5.89,-3.65,7.97,2.15,58.3,9.75,12
900,08/21/2021,16,13.2,-6.81,18.1,30.2,10.6,-35.6,25.6,22.6
2500,08/21/2021,18.3,11.7,7.58,21.6,26.4,8.97,-32.2,25.5,24.2
3400,08/21/2021,17.9,11.6,28.1,27.1,17,16.9,-11.3,23.4,29.3
3600,08/21/2021,15.5,9.46,-7.8,21.4,20,19.1,-19.4,23.5,26.3
4400,08/21/2021,16.6,-3.72,-20,8.39,16.1,16.4,65.5,18.4,21
